ID_Sport,ID_School,Season,Number,Player,First_Name,Last_Name,Position,Height,Weight,Year,Hometown,City,State,Prior_School,Player_URL
ND,FBALL,2007-2008,45,Kris Patterson,Patterson,Kris,Wide Receiver,11-May,185,JR,"Seattle, WA",Seattle,WA,O'Dea,http://www.und.com/sports/m-footbl/mtt/patterson_kris00.html
ND,FBALL,2007-2008,46,Michael Planalp,Planalp,Michael,Tight End,4-Jun,248,SR,"Cincinnati, OH",Cincinnati,OH,Wyoming,http://www.und.com/sports/m-footbl/mtt/planalp_michael00.html
ND,FBALL,2007-2008,38,Nick Possley,Possley,Nick,Wide Receiver,Jun-00,208,SR,"Wheaton, IL",Wheaton,IL,Wheaton-Warrenville South,http://www.und.com/sports/m-footbl/mtt/possley_nick01.html
ND,FBALL,2007-2008,17,Geoff Price,Price,Geoff,Punter,3-Jun,208,SR,"Hurst, TX",Hurst,TX,Colleyville Heritage,http://www.und.com/sports/m-footbl/mtt/price_geoff01.html
ND,FBALL,2007-2008,25,Munir Prince,Prince,Munir,Defensive Cornerback,10-May,184,SO,"Florissant, MO",Florissant,MO,St. Louis DeSmet Jesuit,http://www.und.com/sports/m-footbl/mtt/prince_munir00.html
ND,FBALL,2007-2008,48,Steve Quinn,Quinn,Steve,Inside Linebacker,2-Jun,231,JR,"Cherry Hill, NJ",Cherry Hill,NJ,Philadelphia (PA) St. Joseph's,http://www.und.com/sports/m-footbl/mtt/quinn_steve00.html
ND,FBALL,2007-2008,83,Mike Ragone,Ragone,Mike,Tight End,5-Jun,230,FR,"Cherry Hill, NJ",Cherry Hill,NJ,Camden Catholic,http://www.und.com/sports/m-footbl/mtt/ragone_mike00.html
ND,FBALL,2007-2008,53,Morrice Richardson,Richardson,Morrice,Outside Linebacker,2-Jun,244,SO,"College Park, GA",College Park,GA,Westlake,http://www.und.com/sports/m-footbl/mtt/richardson_morrice00.html
ND,FBALL,2007-2008,29,Jake Richardville,Richardville,Jake,Wide Receiver,1-Jun,180,SR,"Fort Wayne, IN",Fort Wayne,IN,Bishop Dwenger,http://www.und.com/sports/m-footbl/mtt/richardville_jake00.html
ND,FBALL,2007-2008,41,Nikolas Rodriguez,Rodriguez,Nikolas,Halfback,11-May,205,JR,"San Antonio, TX",San Antonio,TX,Cornerstone Christian,http://www.und.com/sports/m-footbl/mtt/rodriguez_nikolas00.html
ND,FBALL,2007-2008,70,Matt Romine,Romine,Matt,Offensive Tackle,5-Jun,279,FR,"Tulsa, OK",Tulsa,OK,Union,http://www.und.com/sports/m-footbl/mtt/romine_matt00.html
ND,FBALL,2007-2008,90,John Ryan,Ryan,John,Outside Linebacker,5-Jun,253,SO,"Westlake, OH",Westlake,OH,St. Ignatius,http://www.und.com/sports/m-footbl/mtt/ryan_john00.html
ND,FBALL,2007-2008,32,Luke Schmidt,Schmidt,Luke,Fullback,3-Jun,248,SO,"Jasper, IN",Jasper,IN,Jasper,http://www.und.com/sports/m-footbl/mtt/schmidt_luke00.html
ND,FBALL,2007-2008,44,Asaph Schwapp,Schwapp,Asaph,Fullback,Jun-00,261,JR,"Hartford, CT",Hartford,CT,Weaver,http://www.und.com/sports/m-footbl/mtt/schwapp_asaph00.html
ND,FBALL,2007-2008,13,Evan Sharpley,Sharpley,Evan,Quarterback,2-Jun,216,JR,"Marshall, MI",Marshall,MI,Marshall,http://www.und.com/sports/m-footbl/mtt/sharpley_evan00.html
ND,FBALL,2007-2008,58,Brian Smith,Smith,Brian,Outside Linebacker,3-Jun,233,FR,"Overland Park, KS",Overland Park,KS,St. Thomas Aquinas,http://www.und.com/sports/m-footbl/mtt/smith_brian00.html
ND,FBALL,2007-2008,30,Harrison Smith,Smith,Harrison,Defensive Safety,2-Jun,205,FR,"Knoxville, TN",Knoxville,TN,Knoxville Catholic,http://www.und.com/sports/m-footbl/mtt/smith_harrison00.html
ND,FBALL,2007-2008,35,Kevin Smith,Smith,Kevin,Inside Linebacker,8-May,200,JR,"Gainesville, FL",Gainesville,FL,F.W. Buchholz,http://www.und.com/sports/m-footbl/mtt/smith_kevin00.html
ND,FBALL,2007-2008,41,Scott Smith,Smith,Scott,Outside Linebacker,4-Jun,235,JR,"Highland Park, IL",Highland Park,IL,Highland Park,http://www.und.com/sports/m-footbl/mtt/smith_scott00.html
ND,FBALL,2007-2008,49,Toryan Smith,Smith,Toryan,Inside Linebacker,1-Jun,245,SO,"Rome, GA",Rome,GA,Rome,http://www.und.com/sports/m-footbl/mtt/smith_toryan00.html
ND,FBALL,2007-2008,57,"Dwight Stephenson, Jr.","Stephenson, Jr.",Dwight,Defensive End,2-Jun,272,SR,"Delray Beach, FL",Delray Beach,FL,Pope John Paul II,http://www.und.com/sports/m-footbl/mtt/stephensonjr_dwight00.html
ND,FBALL,2007-2008,59,Chris Stewart,Stewart,Chris,Offensive Guard,5-Jun,339,SO,"Spring, TX",Spring,TX,Klein,http://www.und.com/sports/m-footbl/mtt/stewart_chris00.html
ND,FBALL,2007-2008,78,John Sullivan,Sullivan,John,Offensive Center,4-Jun,303,SR,"Old Greenwich, CT",Old Greenwich,CT,Greenwich,http://www.und.com/sports/m-footbl/mtt/sullivan_john00.html
ND,FBALL,2007-2008,86,Mike Talerico,Talerico,Mike,Tight End,5-Jun,250,SR,"St. Louis, MO",St. Louis,MO,University,http://www.und.com/sports/m-footbl/mtt/talerico_mike00.html
ND,FBALL,2007-2008,23,Golden Tate,Tate,Golden,Wide Receiver,11-May,188,FR,"Hendersonville, TN",Hendersonville,TN,Pope John Paul II,http://www.und.com/sports/m-footbl/mtt/tate_golden00.html
ND,FBALL,2007-2008,26,Travis Thomas,Thomas,Travis,Halfback,Jun-00,216,SR,"Washington, PA",Washington,PA,Washington,http://www.und.com/sports/m-footbl/mtt/thomas_travis00.html
ND,FBALL,2007-2008,63,Jeff Tisak,Tisak,Jeff,Offensive Tackle,5-Jun,306,JR,"Ambridge, PA",Ambridge,PA,Duluth (MN) East,http://www.und.com/sports/m-footbl/mtt/tisak_jeff00.html
ND,FBALL,2007-2008,77,Michael Turkovich,Turkovich,Michael,Offensive Guard/Tackle,6-Jun,301,JR,"Bedford, PA",Bedford,PA,Valley Forge Military Academy,http://www.und.com/sports/m-footbl/mtt/turkovich_michael00.html
ND,FBALL,2007-2008,54,Anthony Vernaglia,Vernaglia,Anthony,Outside Linebacker,3-Jun,234,SR,"Anaheim Hills, CA",Anaheim Hills,CA,Orange Lutheran,http://www.und.com/sports/m-footbl/mtt/vernaglia_anthony00.html
ND,FBALL,2007-2008,85,Sam Vos,Vos,Sam,Wide Receiver,10-May,199,SO,"Burlington, WI",Burlington,WI,Catholic Central,http://www.und.com/sports/m-footbl/mtt/vos_sam00.html
ND,FBALL,2007-2008,97,Kallen Wade,Wade,Kallen,Defensive End,5-Jun,257,SO,"Cincinnati, OH",Cincinnati,OH,Withrow,http://www.und.com/sports/m-footbl/mtt/wade_kallen00.html
ND,FBALL,2007-2008,14,Brandon Walker,Walker,Brandon,Kicker/Punter,3-Jun,197,FR,"Findlay, OH",Findlay,OH,Findlay,http://www.und.com/sports/m-footbl/mtt/walker_brandon00.html
ND,FBALL,2007-2008,2,Darrin Walls,Walls,Darrin,Defensive Cornerback,Jun-00,180,SO,"Pittsburgh, PA",Pittsburgh,PA,Woodland Hills,http://www.und.com/sports/m-footbl/mtt/walls_darrin00.html
ND,FBALL,2007-2008,42,Kevin Washington,Washington,Kevin,Outside Linebacker,1-Jun,241,JR,"Sugar Land, TX",Sugar Land,TX,Austin,http://www.und.com/sports/m-footbl/mtt/washington_kevin00.html
ND,FBALL,2007-2008,71,Bartley Webb,Webb,Bartley,Offensive Tackle,6-Jun,305,SO,"Springdale, AR",Springdale,AR,Springdale,http://www.und.com/sports/m-footbl/mtt/webb_bartley00.html
ND,FBALL,2007-2008,51,Dan Wenger,Wenger,Dan,Offensive Guard/Center,4-Jun,287,SO,"Coral Springs, FL",Coral Springs,FL,St. Thomas Aquinas,http://www.und.com/sports/m-footbl/mtt/wenger_dan00.html
ND,FBALL,2007-2008,19,George West Jr.,West Jr.,George,Wide Receiver,10-May,197,SO,"Spencer, OK",Spencer,OK,Northeast Academy,http://www.und.com/sports/m-footbl/mtt/westjr_george00.html
ND,FBALL,2007-2008,35,Nate Whitaker,Whitaker,Nate,Kicker,9-May,170,SO,"San Diego, CA",San Diego,CA,St. Augustine,http://www.und.com/sports/m-footbl/mtt/whitaker_nate00.html
ND,FBALL,2007-2008,95,Ian Williams,Williams,Ian,Nose Tackle,2-Jun,300,FR,"Altamonte Springs, FL",Altamonte Springs,FL,Lyman,http://www.und.com/sports/m-footbl/mtt/williams_ian00.html
ND,FBALL,2007-2008,23,William David Williams,Williams,William David,Defensive Cornerback,9-May,173,SR,"Raleigh, NC",Raleigh,NC,Millbrook,http://www.und.com/sports/m-footbl/mtt/williams_williamdavid00.html
ND,FBALL,2007-2008,22,Ambrose Wooden,Wooden,Ambrose,Defensive Cornerback,11-May,196,SR,"Baltimore, MD",Baltimore,MD,The Gilman School,http://www.und.com/sports/m-footbl/mtt/wooden_ambrose00.html
ND,FBALL,2007-2008,84,Will Yeatman,Yeatman,Will,Tight End,6-Jun,264,SO,"San Diego, CA",San Diego,CA,Rancho Bernardo,http://www.und.com/sports/m-footbl/mtt/yeatman_will00.html
ND,FBALL,2007-2008,74,Sam Young,Young,Sam,Offensive Tackle,8-Jun,310,SO,"Coral Springs, FL",Coral Springs,FL,St. Thomas Aquinas,http://www.und.com/sports/m-footbl/mtt/young_sam00.html
ND,FBALL,2007-2008,9,Tom Zbikowski,Zbikowski,Tom,Defensive Safety,Jun-00,207,SR,"Arlington Heights, IL",Arlington Heights,IL,Buffalo Grove,http://www.und.com/sports/m-footbl/mtt/zbikowski_tom00.html
ND,FBALL,2008-2009,34,James Aldridge,Aldridge,James,Halfback,Jun-00,225,JR,"St. Louis, MO",St. Louis,MO,Merrillville (IN),http://www.und.com/sports/m-footbl/mtt/aldridge_james00.html
ND,FBALL,2008-2009,5,Armando Allen Jr.,Allen Jr.,Armando,Halfback,10-May,195,SO,"Opa Locka, FL",Opa Locka,FL,Hialeah-Miami Lakes,http://www.und.com/sports/m-footbl/mtt/allenjr_armando00.html
ND,FBALL,2008-2009,37,Mike Anello,Anello,Mike,Cornerback,10-May,170,SR,"Orland Park, IL",Orland Park,IL,Carl Sandburg,http://www.und.com/sports/m-footbl/mtt/anello_mike00.html
ND,FBALL,2008-2009,38,Chris Bathon,Bathon,Chris,Safety,10-May,192,JR,"Plesantville, NY",Plesantville,NY,Pleasantville,http://www.und.com/sports/m-footbl/mtt/bathon_chris00.html
ND,FBALL,2008-2009,67,Thomas Bemenderfer,Bemenderfer,Thomas,Center,5-Jun,300,SR,"Mishawaka, IN",Mishawaka,IN,Penn,http://www.und.com/sports/m-footbl/mtt/bemenderfer_thomas00.html
ND,FBALL,2008-2009,36,Joe Bizjak,Bizjak,Joe,Kicker,2-Jun,165,JR,"Kokomo, IN",Kokomo,IN,Kokomo,http://www.und.com/sports/m-footbl/mtt/bizjak_joe01.html
ND,FBALL,2008-2009,12,Robert Blanton,Blanton,Robert,Cornerback,1-Jun,180,FR,"Matthews, NC",Matthews,NC,Butler,http://www.und.com/sports/m-footbl/mtt/blanton_robert00.html
ND,FBALL,2008-2009,35,Kevin Brooks,Brooks,Kevin,Tight End,2-Jun,241,JR,"Thousand Oaks, CA",Thousand Oaks,CA,Crespi Carmelite,http://www.und.com/sports/m-footbl/mtt/brooks_kevin00.html
ND,FBALL,2008-2009,69,Carl Brophy,Brophy,Carl,Offensive Guard/Tackle,4-Jun,278,FR,"Spokane, WA",Spokane,WA,Gonzaga Prep,http://www.und.com/sports/m-footbl/mtt/brophy_carl00.html
ND,FBALL,2008-2009,94,Justin Brown,Brown,Justin,Defensive End,3-Jun,277,SR,"Clinton, MD",Clinton,MD,Bishop McNamara,http://www.und.com/sports/m-footbl/mtt/brown_justin00.html
ND,FBALL,2008-2009,31,Sergio Brown,Brown,Sergio,Safety,2-Jun,205,JR,"Maywood, IL",Maywood,IL,Proviso East,http://www.und.com/sports/m-footbl/mtt/brown_sergio00.html
ND,FBALL,2008-2009,27,David Bruton,Bruton,David,Safety,2-Jun,212,SR,"Miamisburg, OH",Miamisburg,OH,Miamisburg,http://www.und.com/sports/m-footbl/mtt/bruton_david00.html
ND,FBALL,2008-2009,64,Tom Burke,Burke,Tom,Linebacker,10-May,242,JR,"New City, NY",New City,NY,Clarkstown South,http://www.und.com/sports/m-footbl/mtt/burke_tom00.html
ND,FBALL,2008-2009,39,Ryan Burkhart,Burkhart,Ryan,Kicker,11-May,190,JR,"Wakarusa, IN",Wakarusa,IN,Northwood,http://www.und.com/sports/m-footbl/mtt/burkhart_ryan00.html
ND,FBALL,2008-2009,15,Brian Castello,Castello,Brian,Quarterback,2-Jun,191,SO,"Pittsburgh, PA",Pittsburgh,PA,Chartiers Valley,http://www.und.com/sports/m-footbl/mtt/castello_brian00.html
ND,FBALL,2008-2009,52,Braxston Cave,Cave,Braxston,Offensive Center,3-Jun,315,FR,"Granger, IN",Granger,IN,Penn,http://www.und.com/sports/m-footbl/mtt/cave_braxston00.html
ND,FBALL,2008-2009,7,Jimmy Clausen,Clausen,Jimmy,Quarterback,3-Jun,217,SO,"Westlake Village, CA",Westlake Village,CA,Oaks Christian,http://www.und.com/sports/m-footbl/mtt/clausen_jimmy00.html
ND,FBALL,2008-2009,75,Lane Clelland,Clelland,Lane,Offensive Tackle,5-Jun,281,FR,"Owings Mills, MD",Owings Mills,MD,McDonogh School,http://www.und.com/sports/m-footbl/mtt/clelland_lane00.html
ND,FBALL,2008-2009,24,Brian Coughlin,Coughlin,Brian,Wide Receiver,Jun-00,172,JR,"Oak Lawn, IL",Oak Lawn,IL,Brother Rice,http://www.und.com/sports/m-footbl/mtt/coughlin_brian00.html
ND,FBALL,2008-2009,10,Dayne Crist,Crist,Dayne,Quarterback,4-Jun,233,FR,"Sherman Oaks, CA",Sherman Oaks,CA,Notre Dame High School,http://www.und.com/sports/m-footbl/mtt/crist_dayne00.html
ND,FBALL,2008-2009,40,Maurice Crum Jr.,Crum Jr.,Maurice,Inside Linebacker,Jun-00,235,SR,"Riverview, FL",Riverview,FL,Tampa Bay Tech,http://www.und.com/sports/m-footbl/mtt/crumjr_maurice00.html
ND,FBALL,2008-2009,98,Sean Cwynar,Cwynar,Sean,Defensive End,4-Jun,283,FR,"McHenry, IL",McHenry,IL,Marian Central Catholic,http://www.und.com/sports/m-footbl/mtt/cwynar_sean00.html
ND,FBALL,2008-2009,75,Taylor Dever,Dever,Taylor,Offensive Tackle,5-Jun,308,SO,"Grass Valley, CA",Grass Valley,CA,Nevada Union,http://www.und.com/sports/m-footbl/mtt/dever_taylor01.html
ND,FBALL,2008-2009,72,Paul Duncan,Duncan,Paul,Offensive Tackle,7-Jun,308,SR,"Dallas, GA",Dallas,GA,East Paulding,http://www.und.com/sports/m-footbl/mtt/duncan_paul00.html
ND,FBALL,2008-2009,87,Joseph Fauria,Fauria,Joseph,Tight End,7-Jun,245,FR,"Encino, CA",Encino,CA,Crespi Carmelite,http://www.und.com/sports/m-footbl/mtt/fauria_joseph00.html
ND,FBALL,2008-2009,46,Steve Filer,Filer,Steve,Outside Linebacker,3-Jun,236,FR,"Chicago, IL",Chicago,IL,Mount Carmel,http://www.und.com/sports/m-footbl/mtt/filer_steve00.html
ND,FBALL,2008-2009,62,Bill Flavin,Flavin,Bill,Center/Long Snapper,3-Jun,252,SO,"Darien, IL",Darien,IL,Benet Academy,http://www.und.com/sports/m-footbl/mtt/flavin_bill00.html
ND,FBALL,2008-2009,45,Darius Fleming,Fleming,Darius,Outside Linebacker,1-Jun,236,FR,"Chicago, IL",Chicago,IL,St. Rita,http://www.und.com/sports/m-footbl/mtt/fleming_darius00.html
ND,FBALL,2008-2009,3,Michael Floyd,Floyd,Michael,Wide Receiver,3-Jun,215,FR,"Saint Paul, MN",Saint Paul,MN,Cretin-Derham Hall,http://www.und.com/sports/m-footbl/mtt/floyd_michael00.html
ND,FBALL,2008-2009,42,Dan Franco,Franco,Dan,Wide Receiver,10-May,188,JR,"Granger, IN",Granger,IN,South Bend Clay,http://www.und.com/sports/m-footbl/mtt/franco_dan00.html
ND,FBALL,2008-2009,29,Jashaad Gaines,Gaines,Jashaad,Defensive Safety,Jun-00,202,JR,"Las Vegas, NV",Las Vegas,NV,Las Vegas,http://www.und.com/sports/m-footbl/mtt/gaines_jashaad00.html
ND,FBALL,2008-2009,21,Barry Gallup Jr.,Gallup Jr.,Barry,Halfback,11-May,200,JR,"Wellesley, MA",Wellesley,MA,Belmont Hill,http://www.und.com/sports/m-footbl/mtt/gallupjr_barry00.html
ND,FBALL,2008-2009,29,Michael Garcia,Garcia,Michael,Wide Receiver,1-Jun,178,SO,"Colorado Springs, CO",Colorado Springs,CO,St. Mary's,http://www.und.com/sports/m-footbl/mtt/garcia_michael00.html
ND,FBALL,2008-2009,57,Mike Golic Jr.,Golic Jr.,Mike,Offensive Center,3-Jun,280,FR,"West Hartford, CT",West Hartford,CT,Northwest Catholic,http://www.und.com/sports/m-footbl/mtt/golicjr_mike00.html
ND,FBALL,2008-2009,81,John Goodman,Goodman,John,Wide Receiver,3-Jun,197,FR,"Fort Wayne, IN",Fort Wayne,IN,Bishop Dwenger,http://www.und.com/sports/m-footbl/mtt/goodman_john00.html
ND,FBALL,2008-2009,24,Leonard Gordon,Gordon,Leonard,Defensive Cornerback,11-May,187,JR,"Clarksville, TN",Clarksville,TN,Fort Campbell (KY),http://www.und.com/sports/m-footbl/mtt/gordon_leonard00.html
ND,FBALL,2008-2009,4,Gary Gray,Gray,Gary,Defensive Cornerback,11-May,188,SO,"Columbia, SC",Columbia,SC,Richland Northeast,http://www.und.com/sports/m-footbl/mtt/gray_gary00.html
ND,FBALL,2008-2009,25,Jonas Gray,Gray,Jonas,Halfback,10-May,230,FR,"Beverly Hills, MI",Beverly Hills,MI,Detroit Country Day,http://www.und.com/sports/m-footbl/mtt/gray_jonas00.html
ND,FBALL,2008-2009,11,David Grimes,Grimes,David,Wide Receiver,10-May,177,SR,"Detroit, MI",Detroit,MI,DePorres,http://www.und.com/sports/m-footbl/mtt/grimes_david00.html
ND,FBALL,2008-2009,38,Christopher Gurries,Gurries,Christopher,Wide Receiver,10-May,181,SO,"Reno, NV",Reno,NV,Bishop Manoque,http://www.und.com/sports/m-footbl/mtt/gurries_christopher00.html
ND,FBALL,2008-2009,65,Mike Hernandez,Hernandez,Mike,Offensive Linemen,2-Jun,275,FR,"Pasadena, CA",Pasadena,CA,Loyola,http://www.und.com/sports/m-footbl/mtt/hernandez_mike00.html
ND,FBALL,2008-2009,6,Ray Herring,Herring,Ray,Defensive Safety,10-May,198,SR,"Melbourne, FL",Melbourne,FL,Holy Trinity,http://www.und.com/sports/m-footbl/mtt/herring_ray00.html
ND,FBALL,2008-2009,33,Robert Hughes,Hughes,Robert,Halfback,11-May,237,SO,"Chicago, IL",Chicago,IL,Hubbard,http://www.und.com/sports/m-footbl/mtt/hughes_robert01.html
ND,FBALL,2008-2009,9,Ethan Johnson,Johnson,Ethan,Defensive End,4-Jun,275,FR,"Portland, OR",Portland,OR,Lincoln,http://www.und.com/sports/m-footbl/mtt/johnson_ethan00.html
ND,FBALL,2008-2009,18,Duval Kamara,Kamara,Duval,Wide Receiver,5-Jun,219,SO,"Hoboken, NJ",Hoboken,NJ,Hoboken,http://www.und.com/sports/m-footbl/mtt/kamara_duval01.html
ND,FBALL,2008-2009,96,Pat Kuntz,Kuntz,Pat,Defensive End,3-Jun,283,SR,"Indianapolis, IN",Indianapolis,IN,Roncalli,http://www.und.com/sports/m-footbl/mtt/kuntz_pat00.html
ND,FBALL,2008-2009,86,Paul Kuppich,Kuppich,Paul,Tight End/Long Snapper,3-Jun,232,SR,"Westerville, OH",Westerville,OH,St. Charles Prep,http://www.und.com/sports/m-footbl/mtt/kuppich_paul00.html
ND,FBALL,2008-2009,20,Terrail Lambert,Lambert,Terrail,Defensive Cornerback,11-May,195,SR,"Oxnard, CA",Oxnard,CA,St. Bonaventure,http://www.und.com/sports/m-footbl/mtt/lambert_terrail00.html
ND,FBALL,2008-2009,43,John Leonis,Leonis,John,Defensive Cornerback,9-May,169,SR,"Medford, OR",Medford,OR,Saint Mary's,http://www.und.com/sports/m-footbl/mtt/leonis_john00.html
ND,FBALL,2008-2009,89,Kapron Lewis-Moore,Lewis-Moore,Kapron,Defensive End,4-Jun,257,FR,"Weatherford, TX",Weatherford,TX,Weatherford,http://www.und.com/sports/m-footbl/mtt/lewismoore_kapron00.html
ND,FBALL,2008-2009,12,Nick Lezynski,Lezynski,Nick,Quarterback,8-May,157,SO,"Newtown, PA",Newtown,PA,Notre Dame HS,http://www.und.com/sports/m-footbl/mtt/lezynski_nick00.html
ND,FBALL,2008-2009,71,Dennis Mahoney,Mahoney,Dennis,Offensive Lineman,6-Jun,290,FR,"Baltimore, MD",Baltimore,MD,Boys Latin High School,http://www.und.com/sports/m-footbl/mtt/mahoney_dennis00.html
ND,FBALL,2008-2009,43,Eric Maust,Maust,Eric,Punter,2-Jun,177,JR,"Roswell, GA",Roswell,GA,Blessed Trinity,http://www.und.com/sports/m-footbl/mtt/maust_eric00.html
ND,FBALL,2008-2009,15,Dan McCarthy,McCarthy,Dan,Safety,2-Jun,200,FR,"Youngstown, OH",Youngstown,OH,Cardinal Mooney,http://www.und.com/sports/m-footbl/mtt/mccarthy_dan00.html
ND,FBALL,2008-2009,28,Kyle McCarthy,McCarthy,Kyle,Defensive Safety,1-Jun,203,SR,"Youngstown, OH",Youngstown,OH,Cardinal Mooney,http://www.und.com/sports/m-footbl/mtt/mccarthy_kyle00.html
ND,FBALL,2008-2009,54,Anthony McDonald,McDonald,Anthony,Inside Linebacker,3-Jun,225,FR,"Sherman Oaks, CA",Sherman Oaks,CA,Notre Dame High School,http://www.und.com/sports/m-footbl/mtt/mcdonald_anthony00.html
ND,FBALL,2008-2009,8,Raeshon McNeil,McNeil,Raeshon,Defensive Cornerback,Jun-00,190,JR,"Cooleemee, NC",Cooleemee,NC,Davie County,http://www.und.com/sports/m-footbl/mtt/mcneil_raeshon00.html
ND,FBALL,2008-2009,16,Nate Montana,Montana,Nate,Quarterback,4-Jun,200,FR,"Concord, CA",Concord,CA,De La Salle,http://www.und.com/sports/m-footbl/mtt/montana_nate00.html
ND,FBALL,2008-2009,93,Paddy Mullen,Mullen,Paddy,Nose Tackle,3-Jun,300,JR,"St. Louis, MO",St. Louis,MO,DeSmet Jesuit,http://www.und.com/sports/m-footbl/mtt/mullen_paddy00.html
ND,FBALL,2008-2009,47,Mike Narvaez,Narvaez,Mike,Fullback,11-May,231,JR,"Ridgewood, NJ",Ridgewood,NJ,Ridgewood,http://www.und.com/sports/m-footbl/mtt/narvaez_mike00.html
ND,FBALL,2008-2009,56,Kerry Neal,Neal,Kerry,Outside Linebacker,2-Jun,246,SO,"Bunn, NC",Bunn,NC,Bunn,http://www.und.com/sports/m-footbl/mtt/neal_kerry00.html
ND,FBALL,2008-2009,99,Brandon Newman,Newman,Brandon,Nose Tackle,Jun-00,310,FR,"Louisville, KY",Louisville,KY,Pleasure Ridge Park,http://www.und.com/sports/m-footbl/mtt/newman_brandon00.html
ND,FBALL,2008-2009,37,Eras Noel,Noel,Eras,Running Back,8-May,190,SO,"Palmdale, CA",Palmdale,CA,Paraclete,http://www.und.com/sports/m-footbl/mtt/noel_eras00.html
ND,FBALL,2008-2009,76,Andrew Nuss,Nuss,Andrew,Defensive End,5-Jun,304,SO,"Ashburn, VA",Ashburn,VA,Stone Bridge,http://www.und.com/sports/m-footbl/mtt/nuss_andrew00.html
ND,FBALL,2008-2009,91,Emeka Nwankwo,Nwankwo,Emeka,Defensive End,4-Jun,295,SO,"Miramar, FL",Miramar,FL,Chaminade-Madonna Prep,http://www.und.com/sports/m-footbl/mtt/nwankwo_emeka00.html
ND,FBALL,2008-2009,55,Eric Olsen,Olsen,Eric,Offensive Guard,5-Jun,303,JR,"Staten Island, NY",Staten Island,NY,Brooklyn Poly Prep,http://www.und.com/sports/m-footbl/mtt/olsen_eric00.html
ND,FBALL,2008-2009,82,Robby Parris,Parris,Robby,Wide Receiver,4-Jun,210,JR,"Olmsted Falls, OH",Olmsted Falls,OH,St. Ignatius,http://www.und.com/sports/m-footbl/mtt/parris_robby00.html
ND,FBALL,2008-2009,30,Steve Paskorz,Paskorz,Steve,Fullback,2-Jun,235,SO,"Allison Park, PA",Allison Park,PA,Hampton,http://www.und.com/sports/m-footbl/mtt/paskorz_steve00.html
ND,FBALL,2008-2009,45,Kris Patterson,Patterson,Kris,Wide Receiver,11-May,185,SR,"Seattle, WA",Seattle,WA,O'Dea,http://www.und.com/sports/m-footbl/mtt/patterson_kris00.html
ND,FBALL,2008-2009,36,David Posluszny,Posluszny,David,Inside Linebacker,Jun-00,220,FR,"Aliquippa, PA",Aliquippa,PA,Hopewell,http://www.und.com/sports/m-footbl/mtt/posluszny_david00.html
ND,FBALL,2008-2009,48,Steve Quinn,Quinn,Steve,Inside Linebacker,2-Jun,225,SR,"Cherry Hill, NJ",Cherry Hill,NJ,Philadelphia (PA) St. Joseph's,http://www.und.com/sports/m-footbl/mtt/quinn_steve00.html
ND,FBALL,2008-2009,61,Martin Quintana,Quintana,Martin,Defensive Lineman/Linebacker,1-Jun,242,JR,"Berwyn, IL",Berwyn,IL,St. Joseph,http://www.und.com/sports/m-footbl/mtt/quintana_martin00.html
ND,FBALL,2008-2009,83,Mike Ragone,Ragone,Mike,Tight End,5-Jun,251,SO,"Cherry Hill, NJ",Cherry Hill,NJ,Camden Catholic,http://www.und.com/sports/m-footbl/mtt/ragone_mike00.html
ND,FBALL,2008-2009,53,Morrice Richardson,Richardson,Morrice,Defensive End,2-Jun,255,JR,"College Park, GA",College Park,GA,Westlake,http://www.und.com/sports/m-footbl/mtt/richardson_morrice00.html
ND,FBALL,2008-2009,78,Trevor Robinson,Robinson,Trevor,Offensive Guard,5-Jun,301,FR,"Elkhorn, NE",Elkhorn,NE,Elkhorn,http://www.und.com/sports/m-footbl/mtt/robinson_trevor00.html
ND,FBALL,2008-2009,41,Nikolas Rodriguez,Rodriguez,Nikolas,Halfback,11-May,205,SR,"San Antonio, TX",San Antonio,TX,Cornerstone Christian,http://www.und.com/sports/m-footbl/mtt/rodriguez_nikolas00.html
ND,FBALL,2008-2009,70,Matt Romine,Romine,Matt,Offensive Tackle,5-Jun,292,SO,"Tulsa, OK",Tulsa,OK,Union,http://www.und.com/sports/m-footbl/mtt/romine_matt00.html
ND,FBALL,2008-2009,9,Kyle Rudolph,Rudolph,Kyle,Tight End,6-Jun,252,FR,"Cincinnati, OH",Cincinnati,OH,Elder,http://www.und.com/sports/m-footbl/mtt/rudolph_kyle00.html
ND,FBALL,2008-2009,90,John Ryan,Ryan,John,Outside Linebacker,5-Jun,264,JR,"Westlake, OH",Westlake,OH,St. Ignatius,http://www.und.com/sports/m-footbl/mtt/ryan_john00.html
ND,FBALL,2008-2009,32,Luke Schmidt,Schmidt,Luke,Fullback/Tight End,3-Jun,246,JR,"Jasper, IN",Jasper,IN,Jasper,http://www.und.com/sports/m-footbl/mtt/schmidt_luke00.html
ND,FBALL,2008-2009,44,Asaph Schwapp,Schwapp,Asaph,Fullback,Jun-00,257,SR,"Hartford, CT",Hartford,CT,Weaver,http://www.und.com/sports/m-footbl/mtt/schwapp_asaph00.html
ND,FBALL,2008-2009,13,Evan Sharpley,Sharpley,Evan,Quarterback,2-Jun,215,SR,"Marshall, MI",Marshall,MI,Marshall,http://www.und.com/sports/m-footbl/mtt/sharpley_evan00.html
